"synsetid","wordid","casedwordid","lemma","senseid","sensenum","lexid","tagcount","sensekey","cased","pos","lexdomainid","definition","sampleset"
107773578,95523,NULL,"oxheart cherry",131368,2,0,0,"oxheart_cherry%1:13:00::",NULL,"n",13,"large heart-shaped sweet cherry with soft flesh",NULL
107773729,14719,NULL,"blackheart",19547,2,0,0,"blackheart%1:13:00::",NULL,"n",13,"heart cherry with dark flesh and skin cherry",NULL
107773729,14720,NULL,"blackheart cherry",19549,1,0,0,"blackheart_cherry%1:13:00::",NULL,"n",13,"heart cherry with dark flesh and skin cherry",NULL
107773850,20725,NULL,"capulin",28263,2,0,0,"capulin%1:13:00::",NULL,"n",13,"Mexican black cherry",NULL
107773850,84428,20724,"mexican black cherry",116619,1,0,0,"mexican_black_cherry%1:13:00::","Mexican black cherry","n",13,"Mexican black cherry",NULL
107773966,123060,NULL,"sour cherry",171961,3,0,0,"sour_cherry%1:13:00::",NULL,"n",13,"acid cherries used for pies and preserves",NULL
107774101,4444,NULL,"amarelle",5934,2,0,0,"amarelle%1:13:00::",NULL,"n",13,"pale red sour cherry with colorless or nearly colorless juice",NULL
107774236,86680,NULL,"morello",119691,2,0,0,"morello%1:13:00::",NULL,"n",13,"cultivated sour cherry with dark-colored skin and juice",NULL
107774383,26763,NULL,"coco plum",36591,2,0,0,"coco_plum%1:13:00::",NULL,"n",13,"plum-shaped whitish to almost black fruit used for preserves; tropical American",NULL
107774383,26769,NULL,"cocoa plum",36600,2,0,0,"cocoa_plum%1:13:00::",NULL,"n",13,"plum-shaped whitish to almost black fruit used for preserves; tropical American",NULL
107774383,66925,NULL,"icaco",92563,2,0,0,"icaco%1:13:00::",NULL,"n",13,"plum-shaped whitish to almost black fruit used for preserves; tropical American",NULL
107774558,57591,NULL,"gherkin",79773,1,2,0,"gherkin%1:13:02::",NULL,"n",13,"any of various small cucumbers pickled whole",NULL
107774656,59449,NULL,"grape",82408,1,0,2,"grape%1:13:00::",NULL,"n",13,"any of various juicy fruit of the genus Vitis with green or purple skins; grow in clusters",NULL
107774926,50857,NULL,"fox grape",71874,2,0,0,"fox_grape%1:13:00::",NULL,"n",13,"purplish-black wild grape of the eastern United States with tough skins that slip easily from the flesh; cultivated in many varieties",NULL
107775170,28561,7539,"concord grape",39295,1,0,0,"concord_grape%1:13:00::","Concord grape","n",13,"slipskin grape; a purple table grape of the northeastern United States",NULL
107775300,21853,5981,"catawba",29788,2,0,0,"catawba%1:13:00::","Catawba","n",13,"slipskin grape; a reddish American table grape",NULL
107775400,18251,NULL,"bullace grape",24840,1,0,0,"bullace_grape%1:13:00::",NULL,"n",13,"dull-purple grape of southern United States",NULL
107775400,87757,NULL,"muscadine",121166,2,0,0,"muscadine%1:13:00::",NULL,"n",13,"dull-purple grape of southern United States",NULL
107775552,116464,NULL,"scuppernong",161959,1,0,0,"scuppernong%1:13:00::",NULL,"n",13,"amber-green muscadine grape of southeastern United States",NULL
107775667,121378,NULL,"slipskin grape",169358,1,0,0,"slipskin_grape%1:13:00::",NULL,"n",13,"a grape whose skin slips readily from the pulp",NULL
107775792,141812,NULL,"vinifera grape",199154,2,0,0,"vinifera_grape%1:13:00::",NULL,"n",13,"grape from a cultivated variety of the common grape vine of Europe",NULL
107776046,42048,NULL,"emperor",59210,2,0,0,"emperor%1:13:00::",NULL,"n",13,"red table grape of California",NULL
107776129,87764,NULL,"muscat",121174,4,1,0,"muscat%1:13:01::",NULL,"n",13,"sweet aromatic grape used for raisins and wine",NULL
107776129,87766,NULL,"muscat grape",121179,1,0,0,"muscat_grape%1:13:00::",NULL,"n",13,"sweet aromatic grape used for raisins and wine",NULL
107776129,87767,NULL,"muscatel",121180,2,1,0,"muscatel%1:13:01::",NULL,"n",13,"sweet aromatic grape used for raisins and wine",NULL
107776273,111625,NULL,"ribier",154963,1,0,0,"ribier%1:13:00::",NULL,"n",13,"dark reddish-purple table grape of California",NULL
107776371,128008,NULL,"sultana",179670,1,2,0,"sultana%1:13:02::",NULL,"n",13,"pale yellow seedless grape used for raisins and wine",NULL
107776477,133766,31713,"tokay",187866,2,1,0,"tokay%1:13:01::","Tokay","n",13,"variety of wine grape originally grown in Hungary; the prototype of vinifera grapes",NULL
107776649,49191,NULL,"flame tokay",69152,1,0,0,"flame_tokay%1:13:00::",NULL,"n",13,"purplish-red table grape",NULL
107776731,132542,31486,"thompson seedless",186091,1,0,0,"thompson_seedless%1:13:00::","Thompson Seedless","n",13,"seedless green table grape of California",NULL
107776835,32675,NULL,"custard apple",45569,2,0,0,"custard_apple%1:13:00::",NULL,"n",13,"the fruit of any of several tropical American trees of the genus Annona having soft edible pulp",NULL
107777117,23784,NULL,"cherimolla",32497,1,0,0,"cherimolla%1:13:00::",NULL,"n",13,"large tropical fruit with leathery skin and soft pulp; related to custard apples",NULL
107777117,23785,NULL,"cherimoya",32498,2,0,0,"cherimoya%1:13:00::",NULL,"n",13,"large tropical fruit with leathery skin and soft pulp; related to custard apples",NULL
107777285,60508,NULL,"guanabana",83880,1,0,0,"guanabana%1:13:00::",NULL,"n",13,"large spiny tropical fruit with tart pulp related to custard apples",NULL
107777285,123094,NULL,"soursop",172013,2,0,0,"soursop%1:13:00::",NULL,"n",13,"large spiny tropical fruit with tart pulp related to custard apples",NULL
107777437,18291,NULL,"bullock's heart",24891,2,0,0,"bullock's_heart%1:13:00::",NULL,"n",13,"large heart-shaped tropical fruit with soft acid pulp",NULL
107777437,71568,16039,"jamaica apple",99326,1,0,0,"jamaica_apple%1:13:00::","Jamaica apple","n",13,"large heart-shaped tropical fruit with soft acid pulp",NULL
107777587,5951,NULL,"annon",7763,1,0,0,"annon%1:13:00::",NULL,"n",13,"sweet pulpy tropical fruit with thick scaly rind and shiny black seeds",NULL
107777587,127858,NULL,"sugar apple",179464,1,0,0,"sugar_apple%1:13:00::",NULL,"n",13,"sweet pulpy tropical fruit with thick scaly rind and shiny black seeds",NULL
107777587,129072,NULL,"sweetsop",181258,2,0,0,"sweetsop%1:13:00::",NULL,"n",13,"sweet pulpy tropical fruit with thick scaly rind and shiny black seeds",NULL
107777753,67297,NULL,"ilama",93054,2,0,0,"ilama%1:13:00::",NULL,"n",13,"whitish tropical fruit with a pinkish tinge related to custard apples; grown in the southern United States",NULL
107777930,102755,NULL,"pond apple",141227,2,0,0,"pond_apple%1:13:00::",NULL,"n",13,"ovoid yellow fruit with very fragrant peach-colored flesh; related to custard apples",NULL
107778090,96430,NULL,"papaw",132601,2,0,0,"papaw%1:13:00::",NULL,"n",13,"fruit with yellow flesh; related to custard apples",NULL
107778090,97604,NULL,"pawpaw",134294,3,0,0,"pawpaw%1:13:00::",NULL,"n",13,"fruit with yellow flesh; related to custard apples",NULL
107778220,96432,NULL,"papaya",132604,2,0,0,"papaya%1:13:00::",NULL,"n",13,"large oval melon-like tropical fruit with yellowish flesh",NULL
107778349,73167,NULL,"kai apple",101414,1,0,0,"kai_apple%1:13:00::",NULL,"n",13,"South African fruit smelling and tasting like apricots; used for pickles and preserves",NULL
107778510,73690,NULL,"ketembilla",102056,2,0,0,"ketembilla%1:13:00::",NULL,"n",13,"maroon-purple gooseberry-like fruit of India having tart-sweet purple pulp used especially for preserves",NULL
107778510,74151,NULL,"kitambilla",102703,2,0,0,"kitambilla%1:13:00::",NULL,"n",13,"maroon-purple gooseberry-like fruit of India having tart-sweet purple pulp used especially for preserves",NULL
107778510,74173,NULL,"kitembilla",102733,2,0,0,"kitembilla%1:13:00::",NULL,"n",13,"maroon-purple gooseberry-like fruit of India having tart-sweet purple pulp used especially for preserves",NULL
107778716,1378,NULL,"ackee",1852,1,0,0,"ackee%1:13:00::",NULL,"n",13,"red pear-shaped tropical fruit with poisonous seeds; flesh is poisonous when unripe or overripe",NULL
107778716,3200,NULL,"akee",4394,2,0,0,"akee%1:13:00::",NULL,"n",13,"red pear-shaped tropical fruit with poisonous seeds; flesh is poisonous when unripe or overripe",NULL
107778889,39843,NULL,"durian",56368,2,0,0,"durian%1:13:00::",NULL,"n",13,"huge fruit native to southeastern Asia `smelling like Hell and tasting like Heaven'; seeds are roasted and eaten like nuts",NULL
107779083,47650,NULL,"feijoa",66888,2,0,0,"feijoa%1:13:00::",NULL,"n",13,"dark-green kiwi-sized tropical fruit with white flesh; used chiefly for jellies and preserves",NULL
107779083,100607,NULL,"pineapple guava",138188,1,0,0,"pineapple_guava%1:13:00::",NULL,"n",13,"dark-green kiwi-sized tropical fruit with white flesh; used chiefly for jellies and preserves",NULL
107779266,53363,NULL,"genip",75334,2,0,0,"genip%1:13:00::",NULL,"n",13,"round one-inch Caribbean fruit with green leathery skin and sweet juicy translucent pulp; eaten like grapes",NULL
107779266,123386,29855,"spanish lime",172412,2,0,0,"spanish_lime%1:13:00::","Spanish lime","n",13,"round one-inch Caribbean fruit with green leathery skin and sweet juicy translucent pulp; eaten like grapes",NULL
107779459,53366,NULL,"genipap",75338,1,0,0,"genipap%1:13:00::",NULL,"n",13,"a succulent orange-sized tropical fruit with a thick rind",NULL
107779459,53367,NULL,"genipap fruit",75339,2,0,0,"genipap_fruit%1:13:00::",NULL,"n",13,"a succulent orange-sized tropical fruit with a thick rind",NULL
107779605,24188,6725,"chinese gooseberry",33015,2,0,0,"chinese_gooseberry%1:13:00::","Chinese gooseberry","n",13,"fuzzy brown egg-shaped fruit with slightly tart green flesh",NULL
107779605,74191,NULL,"kiwi",102757,3,0,0,"kiwi%1:13:00::",NULL,"n",13,"fuzzy brown egg-shaped fruit with slightly tart green flesh",NULL
107779605,74192,NULL,"kiwi fruit",102761,1,0,0,"kiwi_fruit%1:13:00::",NULL,"n",13,"fuzzy brown egg-shaped fruit with slightly tart green flesh",NULL
107779768,71789,16238,"japanese plum",99578,3,0,0,"japanese_plum%1:13:00::","Japanese plum","n",13,"yellow olive-sized semitropical fruit with a large free stone and relatively little flesh; used for jellies",NULL
107779768,79234,NULL,"loquat",109717,2,0,0,"loquat%1:13:00::",NULL,"n",13,"yellow olive-sized semitropical fruit with a large free stone and relatively little flesh; used for jellies",NULL
107779963,81569,NULL,"mangosteen",112784,2,0,0,"mangosteen%1:13:00::",NULL,"n",13,"two- to three-inch tropical fruit with juicy flesh suggestive of both peaches and pineapples",NULL
107780131,81564,NULL,"mango",112778,2,0,0,"mango%1:13:00::",NULL,"n",13,"large oval tropical fruit having smooth skin, juicy aromatic pulp, and a large hairy seed",NULL
107780291,114946,NULL,"sapodilla",159762,2,0,0,"sapodilla%1:13:00::",NULL,"n",13,"tropical fruit with a rough brownish skin and very sweet brownish pulp",NULL
107780291,114948,NULL,"sapodilla plum",159765,1,0,0,"sapodilla_plum%1:13:00::",NULL,"n",13,"tropical fruit with a rough brownish skin and very sweet brownish pulp",NULL
107780291,114959,NULL,"sapota",159777,1,0,0,"sapota%1:13:00::",NULL,"n",13,"tropical fruit with a rough brownish skin and very sweet brownish pulp",NULL
107780462,81381,NULL,"mammee",112519,4,2,0,"mammee%1:13:02::",NULL,"n",13,"brown oval fruit flesh makes excellent sherbet",NULL
107780462,82141,NULL,"marmalade plum",113590,1,0,0,"marmalade_plum%1:13:00::",NULL,"n",13,"brown oval fruit flesh makes excellent sherbet",NULL
107780462,114961,NULL,"sapote",159779,2,0,0,"sapote%1:13:00::",NULL,"n",13,"brown oval fruit flesh makes excellent sherbet",NULL
107780606,130183,NULL,"tamarind",182898,2,0,0,"tamarind%1:13:00::",NULL,"n",13,"large tropical seed pod with very tangy pulp that is eaten fresh or cooked with rice and fish or preserved for curries and chutneys",NULL
107780606,130185,NULL,"tamarindo",182901,2,0,0,"tamarindo%1:13:00::",NULL,"n",13,"large tropical seed pod with very tangy pulp that is eaten fresh or cooked with rice and fish or preserved for curries and chutneys",NULL
107780823,2930,NULL,"aguacate",4039,1,0,0,"aguacate%1:13:00::",NULL,"n",13,"a pear-shaped tropical fruit with green or blackish skin and rich yellowish pulp enclosing a single large seed",NULL
107780823,3961,NULL,"alligator pear",5318,1,0,0,"alligator_pear%1:13:00::",NULL,"n",13,"a pear-shaped tropical fruit with green or blackish skin and rich yellowish pulp enclosing a single large seed",NULL
107780823,10241,NULL,"avocado",13324,1,0,15,"avocado%1:13:00::",NULL,"n",13,"a pear-shaped tropical fruit with green or blackish skin and rich yellowish pulp enclosing a single large seed",NULL
107780823,10242,NULL,"avocado pear",13327,1,0,0,"avocado_pear%1:13:00::",NULL,"n",13,"a pear-shaped tropical fruit with green or blackish skin and rich yellowish pulp enclosing a single large seed",NULL
107781049,33754,NULL,"date",47023,7,0,0,"date%1:13:00::",NULL,"n",13,"sweet edible fruit of the date palm with a single long woody seed",NULL
107781184,41274,NULL,"elderberry",58232,2,0,0,"elderberry%1:13:00::",NULL,"n",13,"berrylike fruit of an elder used for e.g. wines and jellies",NULL
107781337,60552,NULL,"guava",83952,3,0,0,"guava%1:13:00::",NULL,"n",13,"tropical fruit having yellow skin and pink pulp; eaten fresh or used for e.g. jellies",NULL
107781493,86098,NULL,"mombin",118916,2,0,0,"mombin%1:13:00::",NULL,"n",13,"purplish tropical fruit",NULL
107781588,64542,NULL,"hog plum",89360,4,2,0,"hog_plum%1:13:02::",NULL,"n",13,"yellow oval tropical fruit",NULL
107781588,146784,NULL,"yellow mombin",206372,2,0,0,"yellow_mombin%1:13:00::",NULL,"n",13,"yellow oval tropical fruit",NULL
107781704,64542,NULL,"hog plum",89359,3,1,0,"hog_plum%1:13:01::",NULL,"n",13,"fruit of the wild plum of southern United States",NULL
107781704,144859,NULL,"wild plum",203629,2,0,0,"wild_plum%1:13:00::",NULL,"n",13,"fruit of the wild plum of southern United States",NULL
107781838,71369,NULL,"jaboticaba",99045,2,0,0,"jaboticaba%1:13:00::",NULL,"n",13,"tough-skinned purple grapelike tropical fruit grown in Brazil",NULL
107781975,24181,6718,"chinese date",33007,1,0,0,"chinese_date%1:13:00::","Chinese date","n",13,"dark red plumlike fruit of Old World buckthorn trees",NULL
107781975,24191,6728,"chinese jujube",33019,1,0,0,"chinese_jujube%1:13:00::","Chinese jujube","n",13,"dark red plumlike fruit of Old World buckthorn trees",NULL
107781975,72849,NULL,"jujube",100965,2,2,0,"jujube%1:13:02::",NULL,"n",13,"dark red plumlike fruit of Old World buckthorn trees",NULL
107782149,76455,NULL,"leechee",105800,1,0,0,"leechee%1:13:00::",NULL,"n",13,"Chinese fruit having a thin brittle shell enclosing a sweet jellylike pulp and a single seed; often dried",NULL
107782149,77380,NULL,"lichee",107002,2,0,0,"lichee%1:13:00::",NULL,"n",13,"Chinese fruit having a thin brittle shell enclosing a sweet jellylike pulp and a single seed; often dried",NULL
107782149,77387,NULL,"lichi",107011,1,0,0,"lichi%1:13:00::",NULL,"n",13,"Chinese fruit having a thin brittle shell enclosing a sweet jellylike pulp and a single seed; often dried",NULL
107782149,78284,NULL,"litchee",108384,1,0,0,"litchee%1:13:00::",NULL,"n",13,"Chinese fruit having a thin brittle shell enclosing a sweet jellylike pulp and a single seed; often dried",NULL
107782149,78285,NULL,"litchi",108385,2,0,0,"litchi%1:13:00::",NULL,"n",13,"Chinese fruit having a thin brittle shell enclosing a sweet jellylike pulp and a single seed; often dried",NULL
107782149,78287,NULL,"litchi nut",108388,1,0,0,"litchi_nut%1:13:00::",NULL,"n",13,"Chinese fruit having a thin brittle shell enclosing a sweet jellylike pulp and a single seed; often dried",NULL
107782149,80109,NULL,"lychee",110876,1,0,0,"lychee%1:13:00::",NULL,"n",13,"Chinese fruit having a thin brittle shell enclosing a sweet jellylike pulp and a single seed; often dried",NULL
107782385,38975,NULL,"dragon's eye",54928,1,0,0,"dragon's_eye%1:13:00::",NULL,"n",13,"Asian fruit similar to litchi",NULL
107782385,79060,NULL,"longanberry",109436,2,0,0,"longanberry%1:13:00::",NULL,"n",13,"Asian fruit similar to litchi",NULL
107782506,81364,NULL,"mamey",112498,2,0,0,"mamey%1:13:00::",NULL,"n",13,"globular or ovoid tropical fruit with thick russet leathery rind and juicy yellow or reddish flesh",NULL
107782506,81381,NULL,"mammee",112518,3,1,0,"mammee%1:13:01::",NULL,"n",13,"globular or ovoid tropical fruit with thick russet leathery rind and juicy yellow or reddish flesh",NULL
107782506,81382,NULL,"mammee apple",112522,2,0,0,"mammee_apple%1:13:00::",NULL,"n",13,"globular or ovoid tropical fruit with thick russet leathery rind and juicy yellow or reddish flesh",NULL
107782699,81820,NULL,"marang",113156,2,0,0,"marang%1:13:00::",NULL,"n",13,"tropical fruit from the Philippines having a mass of small seeds embedded in sweetish white pulp",NULL
107782867,83332,NULL,"medlar",115230,4,1,0,"medlar%1:13:01::",NULL,"n",13,"crabapple-like fruit used for preserves",NULL
107782978,83332,NULL,"medlar",115231,3,2,0,"medlar%1:13:02::",NULL,"n",13,"a South African globular fruit with brown leathery skin and pithy flesh having a sweet-acid taste",NULL
107783147,87489,NULL,"mulberry",120813,2,0,0,"mulberry%1:13:00::",NULL,"n",13,"sweet usually dark purple blackberry-like fruit of any of several mulberry trees of the genus Morus",NULL
107783320,92935,NULL,"olive",127937,4,0,0,"olive%1:13:00::",NULL,"n",13,"one-seeded fruit of the European olive tree usually pickled and used as a relish",NULL
107783525,14595,NULL,"black olive",19427,1,0,1,"black_olive%1:13:00::",NULL,"n",13,"olives picked ripe and cured in brine then dried or pickled or preserved canned or in oil",NULL
107783525,112058,NULL,"ripe olive",155646,1,0,0,"ripe_olive%1:13:00::",NULL,"n",13,"olives picked ripe and cured in brine then dried or pickled or preserved canned or in oil",NULL
107783685,59909,NULL,"green olive",83039,1,0,0,"green_olive%1:13:00::",NULL,"n",13,"olives picked green and pickled in brine; infrequently stuffed with e.g. pimento",NULL
107783823,97762,NULL,"pear",134526,1,0,3,"pear%1:13:00::",NULL,"n",13,"sweet juicy gritty-textured fruit available in many varieties",NULL
107784044,16295,NULL,"bosc",21877,1,0,0,"bosc%1:13:00::",NULL,"n",13,"greenish-yellow pear",NULL
107784115,5883,NULL,"anjou",7682,2,0,0,"anjou%1:13:00::",NULL,"n",13,"a pear with firm flesh and a green skin",NULL
107784206,11757,NULL,"bartlett",15489,3,0,0,"bartlett%1:13:00::",NULL,"n",13,"juicy yellow pear",NULL
107784206,11758,NULL,"bartlett pear",15492,1,0,1,"bartlett_pear%1:13:00::",NULL,"n",13,"juicy yellow pear",NULL
107784294,116789,NULL,"seckel",162401,1,0,0,"seckel%1:13:00::",NULL,"n",13,"small yellowish- to reddish-brown pear",NULL
107784294,116790,NULL,"seckel pear",162402,1,0,0,"seckel_pear%1:13:00::",NULL,"n",13,"small yellowish- to reddish-brown pear",NULL
107784399,101316,NULL,"plantain",139183,3,0,0,"plantain%1:13:00::",NULL,"n",13,"starchy banana-like fruit; eaten (always cooked) as a staple vegetable throughout the tropics",NULL
107784566,101858,NULL,"plumcot",139993,2,0,0,"plumcot%1:13:00::",NULL,"n",13,"hybrid between plum and apricot",NULL
107784670,102718,NULL,"pomegranate",141172,2,0,0,"pomegranate%1:13:00::",NULL,"n",13,"large globular fruit having many seeds with juicy red pulp in a tough brownish-red rind",NULL
107784834,104468,NULL,"prickly pear",143836,2,0,0,"prickly_pear%1:13:00::",NULL,"n",13,"round or pear-shaped spiny fruit of any of various prickly pear cacti",NULL
107784981,52679,NULL,"garambulla",74435,2,0,0,"garambulla%1:13:00::",NULL,"n",13,"small berrylike fruit",NULL
107785078,11453,3436,"barbados gooseberry",15069,2,0,0,"barbados_gooseberry%1:13:00::","Barbados gooseberry","n",13,"small yellow to orange fruit of the Barbados gooseberry cactus used in desserts and preserves and jellies",NULL
107785078,14778,NULL,"blade apple",19642,1,0,0,"blade_apple%1:13:00::",NULL,"n",13,"small yellow to orange fruit of the Barbados gooseberry cactus used in desserts and preserves and jellies",NULL
107785282,88891,NULL,"native peach",122595,1,0,0,"native_peach%1:13:00::",NULL,"n",13,"red Australian fruit; used for dessert or in jam",NULL
107785282,107211,NULL,"quandang",147763,2,0,0,"quandang%1:13:00::",NULL,"n",13,"red Australian fruit; used for dessert or in jam",NULL
107785282,107213,NULL,"quandong",147767,4,0,0,"quandong%1:13:00::",NULL,"n",13,"red Australian fruit; used for dessert or in jam",NULL
107785282,107236,NULL,"quantong",147803,1,0,0,"quantong%1:13:00::",NULL,"n",13,"red Australian fruit; used for dessert or in jam",NULL
107785441,107214,NULL,"quandong nut",147771,1,0,0,"quandong_nut%1:13:00::",NULL,"n",13,"edible nutlike seed of the quandong fruit",NULL
107785560,107557,NULL,"quince",148296,2,0,0,"quince%1:13:00::",NULL,"n",13,"aromatic acid-tasting pear-shaped fruit used in preserves",NULL
107785707,108208,NULL,"rambotan",149283,2,0,0,"rambotan%1:13:00::",NULL,"n",13,"pleasantly acid bright red oval Malayan fruit covered with soft spines",NULL
107785707,108211,NULL,"rambutan",149287,2,0,0,"rambutan%1:13:00::",NULL,"n",13,"pleasantly acid bright red oval Malayan fruit covered with soft spines",NULL
107785862,106322,NULL,"pulasan",146422,2,0,0,"pulasan%1:13:00::",NULL,"n",13,"fruit of an East Indian tree similar to the rambutan but sweeter",NULL
107785862,106324,NULL,"pulassan",146425,2,0,0,"pulassan%1:13:00::",NULL,"n",13,"fruit of an East Indian tree similar to the rambutan but sweeter",NULL
107786010,112880,NULL,"rose apple",156836,2,0,0,"rose_apple%1:13:00::",NULL,"n",13,"fragrant oval yellowish tropical fruit used in jellies and confections",NULL
107786156,122866,NULL,"sorb",171656,1,0,0,"sorb%1:13:00::",NULL,"n",13,"acid gritty-textured fruit",NULL
107786156,122867,NULL,"sorb apple",171658,2,0,0,"sorb_apple%1:13:00::",NULL,"n",13,"acid gritty-textured fruit",NULL
107786265,123065,NULL,"sour gourd",171968,3,1,0,"sour_gourd%1:13:01::",NULL,"n",13,"acid-tasting Australian gourd-like fruit with a woody rind and large seeds",NULL
107786415,86262,NULL,"monkey bread",119138,1,0,0,"monkey_bread%1:13:00::",NULL,"n",13,"African gourd-like fruit with edible pulp",NULL
107786415,123065,NULL,"sour gourd",171969,2,2,0,"sour_gourd%1:13:02::",NULL,"n",13,"African gourd-like fruit with edible pulp",NULL
107786547,40731,NULL,"edible seed",57533,1,0,0,"edible_seed%1:13:00::",NULL,"n",13,"many are used as seasoning",NULL
107786739,106454,NULL,"pumpkin seed",146644,1,0,0,"pumpkin_seed%1:13:00::",NULL,"n",13,"the edible seed of a pumpkin",NULL
107786845,7626,NULL,"areca nut",9908,1,0,0,"areca_nut%1:13:00::",NULL,"n",13,"seed of betel palm; chewed with leaves of the betel pepper and lime as a digestive stimulant and narcotic in southeastern Asia",NULL
107786845,13511,NULL,"betel nut",17938,1,0,0,"betel_nut%1:13:00::",NULL,"n",13,"seed of betel palm; chewed with leaves of the betel pepper and lime as a digestive stimulant and narcotic in southeastern Asia",NULL
107787058,12703,NULL,"beechnut",16834,1,0,0,"beechnut%1:13:00::",NULL,"n",13,"small sweet triangular nut of any of various beech trees",NULL
107787188,142828,NULL,"walnut",200610,1,0,1,"walnut%1:13:00::",NULL,"n",13,"nut of any of various walnut trees having a wrinkled two-lobed seed with a hard shell",NULL
107787381,14645,NULL,"black walnut",19490,2,0,0,"black_walnut%1:13:00::",NULL,"n",13,"American walnut having a very hard and thick woody shell",NULL
107787515,42527,10352,"english walnut",59930,2,0,0,"english_walnut%1:13:00::","English walnut","n",13,"nut with a wrinkled two-lobed seed and hard but relatively thin shell; widely used in cooking",NULL
107787707,17029,NULL,"brazil",22923,2,0,0,"brazil%1:13:00::",NULL,"n",13,"three-sided tropical American nut with white oily meat and hard brown shell",NULL
107787707,17030,NULL,"brazil nut",22926,2,0,0,"brazil_nut%1:13:00::",NULL,"n",13,"three-sided tropical American nut with white oily meat and hard brown shell",NULL
107787867,18832,NULL,"butternut",25736,2,1,0,"butternut%1:13:01::",NULL,"n",13,"oily egg-shaped nut of an American tree of the walnut family",NULL
107788002,122962,NULL,"souari nut",171801,2,0,0,"souari_nut%1:13:00::",NULL,"n",13,"a large nutlike seed of a South American tree",NULL
107788123,21574,NULL,"cashew",29391,2,0,0,"cashew%1:13:00::",NULL,"n",13,"kidney-shaped nut edible only when roasted",NULL
107788123,21575,NULL,"cashew nut",29393,1,0,0,"cashew_nut%1:13:00::",NULL,"n",13,"kidney-shaped nut edible only when roasted",NULL
107788250,23850,NULL,"chestnut",32584,3,0,0,"chestnut%1:13:00::",NULL,"n",13,"edible nut of any of various chestnut trees of the genus Castanea",NULL
107788389,24154,NULL,"chincapin",32970,1,0,0,"chincapin%1:13:00::",NULL,"n",13,"small nut of either of two small chestnut trees of the southern United States; resembles a hazelnut",NULL
107788389,24224,NULL,"chinkapin",33058,1,0,0,"chinkapin%1:13:00::",NULL,"n",13,"small nut of either of two small chestnut trees of the southern United States; resembles a hazelnut",NULL
107788389,24238,NULL,"chinquapin",33077,3,0,0,"chinquapin%1:13:00::",NULL,"n",13,"small nut of either of two small chestnut trees of the southern United States; resembles a hazelnut",NULL
107788607,143194,NULL,"water chinquapin",201262,2,0,0,"water_chinquapin%1:13:00::",NULL,"n",13,"edible nutlike seeds of an American lotus having the flavor of a chinquapin",NULL
107788764,26624,NULL,"cob",36411,1,0,0,"cob%1:13:00::",NULL,"n",13,"nut of any of several trees of the genus Corylus",NULL
107788764,26643,NULL,"cobnut",36437,2,0,0,"cobnut%1:13:00::",NULL,"n",13,"nut of any of several trees of the genus Corylus",NULL
107788764,48368,NULL,"filbert",67874,2,0,0,"filbert%1:13:00::",NULL,"n",13,"nut of any of several trees of the genus Corylus",NULL
107788764,62485,NULL,"hazelnut",86592,2,0,0,"hazelnut%1:13:00::",NULL,"n",13,"nut of any of several trees of the genus Corylus",NULL
107788911,26771,NULL,"cocoanut",36603,1,0,0,"cocoanut%1:13:00::",NULL,"n",13,"large hard-shelled oval nut with a fibrous husk containing thick white meat surrounding a central cavity filled (when fresh) with fluid or milk",NULL
107788911,26775,NULL,"coconut",36607,2,0,1,"coconut%1:13:00::",NULL,"n",13,"large hard-shelled oval nut with a fibrous husk containing thick white meat surrounding a central cavity filled (when fresh) with fluid or milk",NULL
107789214,26775,NULL,"coconut",36608,1,2,3,"coconut%1:13:02::",NULL,"n",13,"the edible white meat of a coconut; often shredded for use in e.g. cakes and curries",NULL
107789214,26779,NULL,"coconut meat",36613,1,0,0,"coconut_meat%1:13:00::",NULL,"n",13,"the edible white meat of a coconut; often shredded for use in e.g. cakes and curries",NULL
107789404,26780,NULL,"coconut milk",36614,2,0,0,"coconut_milk%1:13:00::",NULL,"n",13,"clear to whitish fluid from within a fresh coconut",NULL
107789404,26784,NULL,"coconut water",36619,1,0,0,"coconut_water%1:13:00::",NULL,"n",13,"clear to whitish fluid from within a fresh coconut",NULL
